,SalePrice,OverallQual,GrLivArea,GarageCars,GarageArea
171,12.278397958261774,6,1656,2,528
172,12.384223015005313,7,1767,2,504
173,12.001511614739405,6,1362,2,504
174,12.122696471358964,6,1651,2,616
175,12.400820837540556,6,2158,2,576
176,12.259618151783465,6,2060,2,521
177,12.058158312538197,5,1920,2,451
179,11.51293546492023,5,968,2,480
180,12.083910661257521,6,1525,2,440
181,12.206577518060588,7,1802,1,216
182,11.695255355062795,5,1340,1,252
183,12.206077645517674,7,2082,2,484
184,11.751950239425476,5,1252,2,576
186,12.06105265381003,7,1217,2,497
187,11.813037464800539,5,1656,1,180
188,11.940399914116648,5,1224,2,528
189,12.563750586299374,8,1593,2,682
190,12.660331092405906,8,2727,2,440
191,12.122696471358964,7,1479,2,484
192,12.165255859329688,7,1431,2,666
193,11.775297421715827,7,1709,2,380
194,11.751950239425476,5,864,1,352
195,11.908346971208951,6,1456,2,440
196,12.650351332641707,7,1726,3,786
197,12.367345048436391,8,3112,2,795
198,11.552155793461898,6,2229,0,0
199,12.524166311833152,8,1713,3,856
200,11.849404844423074,4,1121,2,440
201,12.052344376474922,6,1279,2,473
202,11.626263078808801,6,1310,1,398
203,11.91170829631447,6,848,2,420
204,11.608244735642321,5,1284,1,240
205,12.103491596905931,7,1442,2,500
206,11.87688084212164,5,1696,1,349
207,11.856522261533737,4,1100,1,312
208,12.531776395271262,7,2062,2,454
209,11.884495917930655,6,1092,2,504
210,11.49273296168228,5,864,0,0
211,12.133507329024972,6,1212,2,460
212,12.439875187430008,7,1852,2,644
213,11.957617696467539,5,990,2,576
214,11.993813394724253,6,1392,1,299
215,11.808955099378537,5,1236,1,447
216,12.25486757159303,7,1436,2,484
217,11.580593459194764,4,1328,1,210
218,12.649157827477366,7,1954,2,431
219,12.027191164883384,7,1248,2,438
220,12.230282214644559,7,1498,2,675
221,12.206077645517674,6,2267,2,390
222,12.100161978566867,6,1552,2,434
223,11.48247656671073,4,864,2,576
224,12.864242696187505,10,2392,3,968
225,11.626263078808801,5,1302,1,280
226,12.577639650232573,7,2520,3,721
227,11.571203807011969,6,987,1,280
228,11.736077016252437,5,912,1,336
229,12.167856627501678,7,1555,2,430
230,11.904974309480183,6,1194,1,312
231,12.90669432231532,8,2794,3,810
232,11.456365695436427,6,987,1,288
233,11.761354623750297,5,894,1,308
234,12.285350445351659,6,1960,2,440
235,11.402005077384885,6,987,1,264
236,12.130815551850676,7,1414,2,494
237,12.178192583415596,7,1744,2,457
238,12.669809806411457,8,1694,3,818
239,11.635151947212842,6,1487,1,220
240,12.47801017053037,8,1566,2,750
241,11.612779849672751,5,866,0,0
242,11.277215789596893,5,1440,1,352
243,11.695255355062795,6,1217,1,288
244,12.230770136157428,7,2110,2,463
245,12.394628892852941,7,1872,2,604
246,11.827743504053695,6,1928,1,440
247,11.849404844423074,6,1375,2,451
248,12.100717685412471,7,1668,2,500
249,12.531776395271262,6,2144,2,389
250,11.245059091624615,3,1306,0,0
251,12.367345048436391,8,1625,2,538
252,12.06105265381003,6,1640,2,520
253,11.970356641102999,6,1302,1,309
254,11.884495917930655,5,1314,1,294
255,12.345838935721968,7,2291,2,429
256,12.242891437918386,6,1728,2,673
257,12.301387370778713,7,1604,2,660
258,12.352339472153524,7,1792,2,564
259,11.48247656671073,5,882,1,308
260,12.07824495582233,6,1382,2,884
261,12.52815976788113,8,2574,3,868
262,11.92504173829169,6,1212,2,492
263,11.775297421715827,5,1316,2,484
264,11.19822841866684,5,764,2,504
265,12.075400019877522,6,1422,2,576
266,12.128116509451258,6,1511,2,413
267,12.097936057925594,5,2192,1,240
268,11.699413330633599,5,778,1,924
269,11.904974309480183,6,1113,1,504
270,12.491255347155265,8,1939,3,1053
271,12.394628892852941,7,1363,2,439
272,12.577639650232573,8,2270,3,671
273,11.842236406331555,6,1632,1,338
274,11.732069026983156,5,816,1,264
275,12.230770136157428,7,1548,2,672
276,12.211065162153215,7,1560,2,573
277,11.856522261533737,4,864,2,400
278,12.936754021718041,9,2121,3,732
279,12.165255859329688,7,2022,2,505
280,12.339295865674435,7,1982,2,575
281,12.128116509451258,6,1262,2,572
282,12.242891437918386,7,1314,2,626
283,12.407383590534293,8,1468,3,898
284,12.09626335986454,6,1575,2,529
285,12.011886987792716,7,1250,2,528
286,11.976665770490767,6,1734,2,440
287,11.385103457032141,4,858,0,0
288,11.711784520403112,5,900,1,280
289,11.941950837487406,6,1396,1,384
290,12.359784657728284,8,1919,2,685
291,11.819681958463892,5,1716,0,0
292,11.782960235741939,5,1716,1,281
293,12.367345048436391,7,2263,2,539
294,12.025755079404917,6,1644,2,418
295,11.86710429621008,6,1003,2,588
296,11.931642378754141,5,1558,1,282
297,12.384223015005313,7,1950,2,576
298,12.07254696717504,6,1743,2,539
299,11.973516181427835,6,1152,1,300
300,11.964007453736912,5,1336,1,375
301,12.495007682693725,8,2452,2,683
302,12.230770136157428,7,1541,3,843
303,11.917730355182513,5,894,2,552
304,12.59473402514672,7,3493,3,870
305,12.631016799175821,8,2000,3,888
306,12.323860125621126,7,2243,3,746
307,11.402005077384885,6,1406,0,0
308,11.320565693461432,4,861,2,539
309,12.793862088206213,9,1944,3,708
310,12.017336559562407,6,1501,2,420
311,11.790564777297387,6,972,1,240
312,11.694421681264394,5,1118,2,410
313,12.834683971615659,7,2036,2,513
314,12.08954444723597,7,1641,2,546
315,12.146858590895919,7,1432,2,432
316,12.468440756144114,7,2353,2,484
317,12.506180941677357,8,1959,3,1025
318,12.468440756144114,7,2646,3,656
319,12.141539457711714,7,1472,2,588
320,12.74444728628135,9,2596,3,840
321,12.777055016970678,8,2468,3,872
322,12.614868865984631,7,2730,2,576
323,11.745433036677353,3,1163,1,220
324,12.396697137361691,7,2978,2,564
325,11.373674891823535,5,803,2,360
326,12.688501881189456,8,1719,2,473
327,11.886218559372042,6,1383,1,292
328,12.276069679344003,6,2134,2,441
329,11.264476926102367,5,1192,1,189
330,11.686887175419702,5,1728,1,352
331,11.842236406331555,5,1056,1,308
332,12.556733038263905,8,1629,3,880
333,12.240478903153711,7,1358,2,484
334,12.165255859329688,6,1638,2,472
335,12.34126328584159,5,1786,2,529
336,12.841132451487937,9,1922,3,676
337,12.273735966890268,7,1536,2,532
338,12.218500103788143,7,1621,2,440
339,11.951186847493476,6,1215,1,297
340,12.220473454337986,8,1908,2,431
341,11.314486721293981,4,841,1,294
342,11.37940550085183,3,1040,2,400
343,12.491255347155265,9,1684,2,564
344,11.350418300109132,5,1112,1,336
345,11.850832386224807,6,1577,1,312
346,11.928347504569842,6,958,1,301
347,11.967187086434018,6,1478,2,498
348,11.944714374881176,7,1626,2,474
349,12.988043102265232,9,2728,3,706
350,12.670001611311875,9,1869,2,617
351,12.154784614286667,7,1453,2,445
352,11.461642696843066,5,1111,1,200
353,11.570259974415547,6,720,2,484
354,11.849404844423074,6,1595,1,240
355,12.086731521684555,6,1200,2,521
356,12.06105265381003,6,1167,2,400
357,11.80560254159177,5,1142,2,528
358,11.775297421715827,5,1352,1,288
359,12.54254845357358,8,1924,2,592
360,11.957617696467539,6,912,2,470
361,11.884495917930655,5,1505,1,240
362,12.198549416880068,7,1922,2,672
363,11.678448377988165,6,987,1,264
364,12.154784614286667,6,1574,2,566
365,11.898194668458823,5,1344,1,468
366,11.976665770490767,6,1394,2,514
367,12.013706813470414,6,1431,1,296
368,11.790564777297387,5,1268,1,244
369,11.995357787034976,5,1287,2,576
370,12.057578437658945,6,1664,2,460
371,11.808821212646512,4,1588,2,680
372,11.736077016252437,6,752,1,264
373,11.719947764402807,5,1319,1,270
374,12.299112067295642,7,1928,2,434
376,11.904974309480183,5,914,2,576
377,12.73670383776449,8,2466,2,610
378,12.885204569609956,9,1856,3,834
379,12.095146671399466,6,1800,2,463
380,11.751950239425476,5,1691,1,308
381,12.142871895843887,7,1301,2,572
382,12.271396795480596,7,1797,2,639
383,11.23850177707664,6,784,2,360
384,12.388398368982115,6,1953,2,501
385,12.165255859329688,8,1269,2,430
386,11.302216779257382,5,1184,0,0
387,11.736077016252437,6,1125,1,352
388,12.160033942617156,7,1479,2,577
389,12.962196972666593,10,2332,3,846
390,11.686887175419702,5,1367,1,384
391,12.278397958261774,6,1961,2,560
392,11.575909653758895,5,882,1,294
393,11.51293546492023,4,788,0,0
394,11.599112335481124,5,1034,1,240
395,11.767575435251748,5,1144,1,596
396,11.719947764402807,5,894,2,600
397,12.040614105490253,5,1812,1,264
398,11.112462823634855,5,1077,1,338
399,12.392556361841777,7,1550,2,438
400,12.411056299528171,8,1288,2,500
401,12.013646205940514,7,1310,2,400
402,11.58989576532275,5,672,1,240
403,12.460718739865236,8,2263,2,420
404,12.031725210748633,6,1572,2,373
405,11.918397239722838,4,1620,2,490
406,11.652696102959753,6,1639,1,240
407,12.083910661257521,6,1680,1,308
408,12.54254845357358,7,2172,3,947
409,12.73596827534975,8,2078,3,836
411,11.884495917930655,5,1056,2,572
412,12.310437165348775,7,1478,2,484
413,11.652696102959753,5,1028,2,360
414,12.337105293891872,7,2097,3,678
415,12.106997888588934,7,1340,2,396
416,11.915058360753719,6,1400,2,440
417,12.384223015005313,6,2624,3,864
418,11.744045122410057,5,1134,1,240
419,11.863589378812122,5,1056,1,304
420,12.237091546357338,7,1344,4,784
421,12.278397958261774,6,1602,2,529
422,11.635151947212842,5,988,2,520
423,12.660331092405906,8,2630,3,696
424,11.842236406331555,6,1196,1,297
425,11.813037464800539,7,1389,1,240
426,12.524530013005734,7,1644,2,569
427,11.599185726610004,4,907,1,352
428,12.182809136284991,7,1208,2,628
429,12.07254696717504,6,1412,2,576
430,11.355113089309977,6,987,1,264
431,11.288543647320601,6,1198,0,0
432,11.715874472198905,5,1365,2,440
433,12.10625783509458,6,1604,2,470
434,11.302216779257382,4,630,0,0
435,12.264346270624157,7,1661,2,550
436,11.661354090741,6,1118,2,440
437,11.686887175419702,6,904,1,180
438,11.411457364027745,5,694,1,352
439,11.608244735642321,6,1196,2,528
441,11.678448377988165,4,1440,0,0
442,12.000897933306716,5,1573,2,360
443,12.058158312538197,7,1258,3,648
444,12.25486757159303,7,1908,2,493
445,11.755879486687116,6,1689,2,480
446,12.154784614286667,6,1888,2,578
447,12.20557752297723,7,1886,2,431
448,11.691080018519527,6,1376,1,198
449,11.695255355062795,3,1183,1,308
450,11.608244735642321,6,813,1,270
451,12.54254845357358,7,1533,2,576
452,12.225880174775122,6,1756,2,422
453,12.25486757159303,8,1590,2,676
454,12.144202560946876,5,1728,2,560
455,12.075400019877522,7,1242,2,528
456,11.49273296168228,5,1344,3,513
457,12.45293662970407,4,1663,2,529
458,11.989165855127435,8,1666,1,228
459,11.608244735642321,5,1203,1,352
460,12.481565733211923,8,1935,2,552
461,11.951186847493476,7,1135,2,576
462,11.04106411122238,5,864,1,360
463,12.147919030759663,6,1660,1,240
464,11.728044909070785,5,1040,0,0
465,12.093693109638318,7,1414,2,398
466,12.025755079404917,7,1277,2,526
467,11.89478753335453,5,1644,1,312
468,12.429220196836383,8,1634,3,866
469,12.138869243416009,6,1710,2,506
470,12.264346270624157,8,1502,2,528
471,12.154784614286667,7,1969,2,534
472,11.904974309480183,6,1072,2,525
473,12.994532278619134,8,1976,3,908
474,12.433212202169729,8,1652,2,499
475,11.794345471549745,5,970,2,624
476,12.249615734512616,6,1493,2,508
477,12.847929163278053,9,2643,3,694
478,12.601490784782536,8,1718,3,826
479,11.401681006153428,4,1131,2,672
480,12.694655727828803,9,1850,3,772
481,12.832013750189885,9,1792,3,874
482,11.951186847493476,7,1826,1,164
483,12.00762780434872,6,1216,2,402
484,11.794345471549745,5,999,1,264
485,11.898194668458823,5,1113,1,264
486,11.957617696467539,5,1073,2,515
487,12.07254696717504,5,1484,2,487
488,11.982935344196433,5,2414,2,520
489,11.362114203075018,4,630,1,286
490,11.652696102959753,5,1304,1,336
491,11.798111925972618,6,1578,1,240
492,12.059809113551397,6,1456,2,429
493,11.951186847493476,5,1269,1,308
494,11.421917019425596,5,886,1,273
496,12.971542813248437,8,3228,2,546
497,12.122696471358964,7,1820,1,240
498,11.775297421715827,5,899,1,288
499,11.695255355062795,5,912,1,297
500,11.635151947212842,6,1218,1,264
501,12.331387247601905,7,1768,2,603
502,11.849404844423074,5,1214,2,461
503,12.574185427296195,7,1801,2,484
504,11.898194668458823,6,1322,2,440
505,11.732069026983156,5,1960,2,400
506,12.278397958261774,8,1911,2,471
507,12.246739428005663,6,1218,2,676
508,11.989165855127435,7,1378,2,360
509,11.732069026983156,5,1041,1,270
510,12.013100572810686,5,1363,1,288
511,12.2193145828011,7,1368,2,474
512,11.774527900858468,5,864,2,624
513,11.80560254159177,6,1080,2,484
514,11.477308649967686,5,789,1,200
515,12.90634935052389,10,2020,3,900
516,11.970356641102999,6,2119,2,583
517,12.487488878546145,7,2344,3,889
518,12.259618151783465,6,1796,2,546
519,12.36308066783498,7,2080,1,282
520,11.573559498507079,4,1294,0,0
521,11.918397239722838,6,1244,1,336
522,11.976665770490767,6,1664,2,420
523,12.126764251515691,10,4676,3,884
524,12.662709207270272,7,2398,3,834
525,12.07824495582233,7,1266,2,453
526,11.790564777297387,5,928,1,252
528,11.362114203075018,4,605,0,0
529,12.209192772866418,6,2515,2,484
530,12.07254696717504,6,1509,2,600
531,11.759793355371237,6,1362,2,502
532,11.58525542883217,5,827,1,392
534,12.08954444723597,8,1414,2,403
535,11.58525542883217,5,1347,0,0
536,12.144202560946876,7,1724,2,527
537,11.619544188752133,4,864,2,576
538,11.970356641102999,5,1159,1,336
539,12.513561021741964,8,1601,2,670
540,12.660331092405906,9,1838,3,765
541,12.421188057397055,8,2285,3,648
542,12.270225154674701,7,1680,2,583
543,11.798111925972618,7,767,1,367
544,12.098854850641,7,1496,2,426
545,12.34148164933907,7,2183,3,786
546,12.25486757159303,6,1635,2,440
547,11.771443882099637,5,768,2,624
548,11.736077016252437,5,825,2,720
549,12.479913113434042,7,2094,2,615
550,11.849404844423074,6,1069,2,440
551,11.630717389475995,5,928,1,288
552,12.450981602512561,8,1717,3,908
553,11.58989576532275,4,1126,2,520
554,12.556733038263905,7,2046,3,871
555,11.635151947212842,5,1048,1,280
556,11.856522261533737,5,1092,1,299
557,11.58989576532275,4,1336,1,570
558,12.07254696717504,7,1446,2,406
559,12.36308066783498,7,1557,2,420
560,11.707677772181546,5,1392,2,528
561,12.04355959836804,5,1389,2,418
562,11.58989576532275,5,996,0,0
563,12.128116509451258,6,1674,2,396
564,12.498745990829315,7,2295,2,590
565,11.759793355371237,6,1647,1,216
566,12.691583538230217,9,2504,3,656
567,12.273735966890268,7,1535,2,532
568,12.665397584983758,8,2132,2,612
569,11.820123358887447,5,943,2,600
570,11.867805799560465,5,1728,2,576
571,11.695255355062795,6,864,1,288
572,12.32163544049751,7,1692,2,650
573,12.04355959836804,7,1430,2,400
574,11.842236406331555,5,1109,1,288
575,11.682676678340282,5,1216,1,336
576,11.884495917930655,7,1477,1,216
577,12.010671928196443,5,1320,2,564
578,11.891368749982085,7,1392,2,540
579,11.78676973513378,5,1795,1,352
580,12.111217862017215,6,1429,2,572
581,12.442306148381938,8,2042,3,1390
582,11.682676678340282,6,816,0,0
583,12.691583538230217,10,2775,2,880
584,11.798111925972618,4,1573,1,240
585,12.820990681250251,8,2028,3,880
586,11.775297421715827,6,838,1,275
587,11.827743504053695,5,860,2,528
588,11.870606902224587,5,1473,1,452
589,11.283524879179666,5,935,1,308
590,12.132969552931216,7,1582,2,520
592,11.835016210489899,5,816,2,816
593,11.849404844423074,6,848,2,420
594,11.608244735642321,5,924,1,280
595,12.672949516558306,8,1826,3,758
596,11.648373769145277,6,1368,1,216
597,12.176654133447505,7,1402,3,648
598,12.289958727201455,5,1647,2,621
599,11.92504173829169,6,1556,2,452
600,12.524530013005734,8,1904,2,736
601,11.856522261533737,6,1375,1,544
602,12.301387370778713,8,1915,2,506
603,11.92504173829169,7,1200,2,480
604,12.30592250537653,7,1494,2,530
605,12.230770136157428,7,1986,2,486
606,11.931642378754141,5,1040,2,576
607,12.323860125621126,5,2008,1,230
608,12.791358964949923,8,3194,2,380
609,11.682676678340282,4,1029,1,261
610,12.653961664405365,9,2153,3,736
611,11.904974309480183,6,1032,2,564
612,12.474193386571581,8,1872,2,531
613,11.898194668458823,5,1120,0,0
614,11.231901180182515,4,630,0,0
615,11.83138646878959,6,1054,2,480
616,12.118339189722553,6,1509,2,393
617,11.566475710526321,6,832,2,528
618,12.659737267217572,9,1828,3,774
619,12.628070334272698,8,2262,3,749
620,11.112462823634855,3,864,0,0
621,12.388398368982115,6,2614,2,624
622,11.813037464800539,5,980,2,484
623,12.034696963475044,6,1512,2,440
624,12.014615485902027,6,1790,2,484
625,11.982935344196433,6,1116,2,440
626,11.848690308590857,5,1422,1,286
627,11.938199736300925,6,1520,1,364
628,11.813037464800539,5,2080,2,504
629,12.034696963475044,6,1350,2,520
630,11.728044909070785,5,1750,1,240
631,12.252483791602627,8,1554,2,627
632,11.320565693461432,7,1411,2,544
633,11.845109950883979,5,1056,1,260
634,11.87757552297847,6,1056,2,576
635,12.206077645517674,6,3395,0,0
637,11.440365524765756,5,1387,1,256
638,11.350418300109132,5,796,0,0
639,12.485830907348902,8,1567,3,648
640,12.520887034998584,8,1518,2,588
641,12.328294703023394,7,1929,2,650
642,12.75130259456002,8,2704,2,538
643,11.931642378754141,5,1620,2,462
644,12.823631142839984,9,1766,3,478
645,11.872353615355413,6,981,2,576
646,11.495789479023493,5,1048,2,420
647,11.951186847493476,6,1094,2,495
648,11.951186847493476,6,1839,2,442
649,11.344518647594766,4,630,0,0
650,12.235393555399902,7,1665,2,562
651,11.58989576532275,4,1510,1,296
652,12.160033942617156,7,1716,2,512
653,11.813037464800539,6,1469,1,216
654,12.765691290604371,8,2113,3,839
655,11.385103457032141,6,1092,1,264
656,11.8879382384223,5,1053,1,312
657,11.91170829631447,7,1502,1,270
658,11.487617913343598,6,1458,1,330
659,12.025755079404917,5,1486,2,480
660,12.19552218463499,7,1935,2,550
661,12.904209855160254,8,2448,3,711
662,11.608244735642321,6,1392,2,576
663,11.83138646878959,4,1181,2,588
664,12.955129822091815,8,2097,3,1134
665,12.348010479804223,8,1936,2,504
666,11.767575435251748,6,2380,2,596
667,12.173037959397275,6,1679,2,575
668,12.031725210748633,5,1437,2,576
669,11.83138646878959,4,1180,1,252
670,12.063938642041201,6,1476,2,540
671,11.548302261270587,6,1369,1,300
672,12.013706813470414,6,1208,2,546
673,12.458778882573533,6,1839,2,416
674,11.849404844423074,6,1136,1,384
675,11.908346971208951,6,1441,2,440
676,11.373674891823535,4,1774,3,779
677,11.603688960617083,5,792,1,240
678,12.827995001361906,8,2046,3,834
679,11.763691965388299,5,988,2,572
680,11.870606902224587,6,923,1,264
681,11.979391594635791,5,1520,1,281
682,12.06105265381003,6,1291,2,431
683,12.560247968016562,9,1668,3,702
684,12.30592250537653,7,1839,2,486
685,12.242891437918386,7,2090,2,577
686,12.336556900342153,7,1761,2,578
687,11.910365121788654,7,1102,2,480
688,12.879019669789754,8,1419,2,567
689,12.179220327453931,6,1362,2,460
690,11.856522261533737,6,848,2,420
692,12.721888795877375,7,2519,2,628
693,11.59433032142082,5,1073,1,326
694,11.860062063178267,5,1539,2,576
695,12.07824495582233,6,1137,2,551
696,11.39640288460621,5,616,1,205
697,11.724004532183379,5,1148,1,308
698,11.83863282480007,5,894,1,336
699,12.185875040240456,7,1391,2,530
700,12.652362948153474,8,1800,3,765
701,11.849404844423074,7,1164,2,528
702,12.799178471909892,8,2576,3,666
703,11.849404844423074,5,1812,2,672
704,12.269052139516223,7,1484,2,606
706,12.618185607609803,7,1824,2,739
707,12.445093483000798,8,1324,2,550
708,12.09815887308463,7,1456,2,400
709,11.60733523953139,5,904,1,408
711,11.54031687156214,4,1178,1,384
712,12.149507585033072,8,1228,2,472
713,11.767575435251748,4,960,2,576
714,11.779136168550774,6,1479,2,475
715,12.013706813470414,6,1350,2,478
716,11.979805470779858,7,2554,2,704
717,11.964007453736912,5,1178,2,439
718,12.739640688812674,7,2418,3,983
719,11.763691965388299,5,971,1,300
720,12.524530013005734,8,1742,2,564
721,11.870606902224587,6,848,2,420
722,11.732069026983156,4,864,2,463
723,11.813037464800539,4,1470,1,548
724,12.676079399771027,9,1698,3,768
725,11.699413330633599,4,864,2,660
726,12.310437165348775,6,1680,2,540
727,12.178192583415596,7,1232,2,632
728,11.608244735642321,5,1776,3,888
729,11.542493975902508,4,1208,2,539
730,12.373707715234994,8,1616,2,608
731,12.141539457711714,7,1146,2,438
732,12.312686874960354,7,2031,2,541
733,11.786008995353765,5,1144,1,264
734,11.58989576532275,5,948,1,300
735,12.001511614739405,7,1768,2,320
736,11.445727410406752,3,1040,2,400
737,12.3879816172226,8,1801,3,800
738,12.095146671399466,5,1200,0,0
739,12.154784614286667,7,1728,2,572
740,11.790564777297387,5,1432,2,360
741,11.863589378812122,6,912,1,288
742,12.095146671399466,7,1349,2,539
743,12.07254696717504,5,1464,2,480
744,12.100717685412471,8,1337,2,462
745,12.61087420020211,8,2715,2,831
746,12.371591321286905,7,2256,2,554
747,12.491176396967154,7,2640,4,864
748,12.469978029554953,7,1720,2,527
749,11.49273296168228,4,1529,1,240
750,11.477308649967686,4,1140,0,0
751,11.995357787034976,7,1320,2,400
752,12.28765724080691,6,1494,2,576
